step,timestamp,encoder,SIN_P,COS_P,SIN_N,COS_N,cycle
62,2025-04-07 09:30:52,624,9273,12106,17428,14601,1
63,2025-04-07 09:30:52,629,9441,11722,17260,14999,1
64,2025-04-07 09:30:53,620,9643,11347,17053,15362,1
0,2025-04-07 09:30:54,-2,9619,11306,16996,15312,1
1,2025-04-07 09:30:55,-615,9419,11669,17201,14957,1
2,2025-04-07 09:30:55,-614,9251,12060,17370,14581,1
3,2025-04-07 09:30:55,-618,9123,12454,17497,14179,1
4,2025-04-07 09:30:56,-629,9036,12863,17589,13763,1
5,2025-04-07 09:30:56,-622,8991,13277,17631,13358,1
6,2025-04-07 09:30:56,-638,8985,13698,17629,12943,1
7,2025-04-07 09:30:57,-617,9037,14100,17602,12544,1
8,2025-04-07 09:30:57,-624,9119,14498,17514,12149,1
9,2025-04-07 09:30:57,-622,9237,14884,17380,11756,1
10,2025-04-07 09:30:57,-622,9408,15262,17232,11387,1
11,2025-04-07 09:30:58,-626,9604,15615,17023,11020,1
12,2025-04-07 09:30:58,-618,9838,15967,16791,10690,1
13,2025-04-07 09:30:58,-632,10113,16287,16517,10362,1
14,2025-04-07 09:30:59,-618,10408,16567,16219,10068,1
15,2025-04-07 09:30:59,-635,10741,16842,15889,9809,1
16,2025-04-07 09:30:59,-615,11083,17071,15545,9583,1
17,2025-04-07 09:30:59,-620,11447,17253,15184,9385,1
18,2025-04-07 09:31:00,-616,11830,17418,14805,9236,1
19,2025-04-07 09:31:00,-625,12216,17524,14396,9117,1
20,2025-04-07 09:31:00,-628,12631,17600,13992,9041,1
21,2025-04-07 09:31:01,-613,13043,17622,13584,9011,1
22,2025-04-07 09:31:01,-629,13461,17616,13161,9031,1
23,2025-04-07 09:31:01,-622,13870,17559,12745,9084,1
24,2025-04-07 09:31:02,-623,14288,17453,12335,9180,1
25,2025-04-07 09:31:02,-616,14691,17324,11939,9331,1
26,2025-04-07 09:31:02,-613,15069,17140,11547,9504,1
27,2025-04-07 09:31:02,-626,15449,16916,11173,9717,1
28,2025-04-07 09:31:03,-620,15805,16667,10814,9974,1
29,2025-04-07 09:31:03,-629,16146,16393,10476,10266,1
30,2025-04-07 09:31:03,-614,16441,16069,10169,10563,1
31,2025-04-07 09:31:04,-632,16732,15729,9889,10907,1
32,2025-04-07 09:31:04,-617,16975,15382,9645,11270,1
33,2025-04-07 09:31:04,-621,17183,15010,9439,11642,1
34,2025-04-07 09:31:04,-613,17350,14622,9272,12021,1
35,2025-04-07 09:31:05,-618,17476,14230,9139,12419,1
36,2025-04-07 09:31:05,-630,17564,13826,9049,12831,1
37,2025-04-07 09:31:05,-623,17617,13417,9009,13235,1
38,2025-04-07 09:31:06,-636,17620,13002,9005,13649,1
39,2025-04-07 09:31:06,-614,17568,12600,9040,14051,1
40,2025-04-07 09:31:06,-624,17488,12203,9126,14447,1
41,2025-04-07 09:31:07,-619,17370,11813,9251,14831,1
42,2025-04-07 09:31:07,-617,17207,11444,9410,15211,1
43,2025-04-07 09:31:07,-630,17013,11085,9614,15577,1
44,2025-04-07 09:31:07,-616,16784,10740,9850,15910,1
45,2025-04-07 09:31:08,-634,16502,10414,10116,16233,1
46,2025-04-07 09:31:08,-625,16203,10125,10415,16529,1
47,2025-04-07 09:31:08,-638,15879,9852,10749,16793,1
48,2025-04-07 09:31:09,-620,15535,9624,11093,17021,1
49,2025-04-07 09:31:09,-621,15161,9429,11449,17210,1
50,2025-04-07 09:31:09,-621,14789,9273,11839,17371,1
51,2025-04-07 09:31:09,-630,14392,9155,12242,17486,1
52,2025-04-07 09:31:10,-634,13979,9084,12650,17568,1
53,2025-04-07 09:31:10,-618,13565,9050,13061,17598,1
54,2025-04-07 09:31:10,-637,13138,9054,13478,17566,1
55,2025-04-07 09:31:11,-636,12722,9113,13894,17518,1
56,2025-04-07 09:31:11,-624,12306,9214,14304,17419,1
57,2025-04-07 09:31:11,-626,11913,9357,14716,17283,1
58,2025-04-07 09:31:12,-619,11524,9532,15100,17099,1
59,2025-04-07 09:31:12,-636,11145,9752,15473,16886,1
60,2025-04-07 09:31:12,-629,10792,10005,15833,16629,1
61,2025-04-07 09:31:12,-632,10456,10291,16178,16342,1
62,2025-04-07 09:31:13,-623,10145,10597,16468,16030,1
63,2025-04-07 09:31:13,-640,9862,10942,16749,15689,1
64,2025-04-07 09:31:14,-625,9598,11268,16950,15284,1
0,2025-04-07 09:31:21,12,9629,11352,17043,15333,2
1,2025-04-07 09:31:21,572,9873,11013,16832,15704,2
2,2025-04-07 09:31:22,612,10140,10674,16564,16029,2
3,2025-04-07 09:31:22,628,10443,10364,16259,16353,2
4,2025-04-07 09:31:22,629,10777,10073,15926,16648,2
5,2025-04-07 09:31:23,630,11135,9812,15572,16894,2
6,2025-04-07 09:31:23,640,11513,9582,15184,17122,2
7,2025-04-07 09:31:23,619,11900,9409,14802,17320,2
8,2025-04-07 09:31:24,635,12312,9259,14399,17463,2
9,2025-04-07 09:31:24,631,12727,9151,13985,17565,2
10,2025-04-07 09:31:24,619,13134,9093,13567,17631,2
11,2025-04-07 09:31:24,626,13556,9078,13162,17656,2
12,2025-04-07 09:31:25,622,13968,9098,12743,17618,2
13,2025-04-07 09:31:25,636,14373,9168,12316,17545,2
14,2025-04-07 09:31:25,627,14783,9288,11924,17445,2
15,2025-04-07 09:31:26,637,15173,9435,11529,17277,2
16,2025-04-07 09:31:26,621,15533,9624,11158,17087,2
17,2025-04-07 09:31:26,628,15890,9863,10810,16873,2
18,2025-04-07 09:31:26,616,16219,10118,10493,16615,2
19,2025-04-07 09:31:27,628,16521,10407,10189,16327,2
20,2025-04-07 09:31:27,627,16790,10728,9908,16005,2
21,2025-04-07 09:31:27,619,17028,11064,9676,15671,2
22,2025-04-07 09:31:28,634,17242,11429,9469,15304,2
23,2025-04-07 09:31:28,623,17403,11807,9295,14930,2
24,2025-04-07 09:31:28,634,17536,12204,9167,14536,2
25,2025-04-07 09:31:29,619,17627,12597,9083,14133,2
26,2025-04-07 09:31:29,610,17664,12995,9033,13739,2
27,2025-04-07 09:31:29,624,17664,13408,9028,13328,2
28,2025-04-07 09:31:29,622,17632,13812,9075,12917,2
29,2025-04-07 09:31:30,631,17546,14221,9156,12507,2
30,2025-04-07 09:31:30,613,17423,14622,9278,12115,2
31,2025-04-07 09:31:30,634,17252,15015,9451,11715,2
32,2025-04-07 09:31:31,621,17051,15386,9655,11338,2
33,2025-04-07 09:31:31,627,16810,15754,9895,10983,2
34,2025-04-07 09:31:31,605,16535,16078,10162,10646,2
35,2025-04-07 09:31:31,619,16240,16393,10472,10332,2
36,2025-04-07 09:31:32,628,15900,16690,10804,10044,2
37,2025-04-07 09:31:32,621,15542,16942,11153,9787,2
38,2025-04-07 09:31:32,631,15171,17166,11541,9557,2
39,2025-04-07 09:31:33,613,14782,17347,11925,9375,2
40,2025-04-07 09:31:33,627,14372,17505,12330,9231,2
41,2025-04-07 09:31:33,624,13962,17606,12749,9121,2
42,2025-04-07 09:31:34,611,13555,17666,13159,9062,2
43,2025-04-07 09:31:34,618,13132,17682,13563,9042,2
44,2025-04-07 09:31:34,616,12725,17654,13977,9063,2
45,2025-04-07 09:31:34,632,12314,17586,14395,9131,2
46,2025-04-07 09:31:35,619,11913,17486,14795,9248,2
47,2025-04-07 09:31:35,632,11522,17334,15188,9399,2
48,2025-04-07 09:31:35,618,11158,17137,15554,9581,2
49,2025-04-07 09:31:36,624,10806,16917,15904,9813,2
50,2025-04-07 09:31:36,612,10480,16666,16222,10067,2
51,2025-04-07 09:31:36,628,10181,16371,16530,10352,2
52,2025-04-07 09:31:36,626,9907,16053,16808,10673,2
53,2025-04-07 09:31:37,618,9666,15723,17041,11010,2
54,2025-04-07 09:31:37,636,9457,15352,17256,11373,2
55,2025-04-07 09:31:37,625,9291,14976,17426,11748,2
56,2025-04-07 09:31:38,636,9156,14585,17554,12148,2
57,2025-04-07 09:31:38,624,9067,14181,17641,12543,2
58,2025-04-07 09:31:38,611,9025,13779,17687,12931,2
59,2025-04-07 09:31:39,633,9017,13374,17692,13357,2
60,2025-04-07 09:31:39,628,9055,12966,17653,13762,2
61,2025-04-07 09:31:39,637,9140,12545,17570,14165,2
62,2025-04-07 09:31:39,618,9259,12147,17444,14564,2
63,2025-04-07 09:31:40,642,9424,11753,17272,14965,2
64,2025-04-07 09:31:40,628,9630,11372,17072,15336,2
0,2025-04-07 09:31:46,-5,9618,11310,16997,15314,2
1,2025-04-07 09:31:47,-613,9425,11672,17211,14960,2
2,2025-04-07 09:31:47,-617,9252,12061,17371,14579,2
3,2025-04-07 09:31:47,-617,9121,12459,17498,14184,2
4,2025-04-07 09:31:48,-629,9034,12863,17587,13763,2
5,2025-04-07 09:31:48,-616,8991,13274,17631,13357,2
6,2025-04-07 09:31:48,-634,8990,13696,17631,12948,2
7,2025-04-07 09:31:48,-620,9033,14097,17598,12543,2
8,2025-04-07 09:31:49,-618,9116,14492,17511,12140,2
9,2025-04-07 09:31:49,-624,9237,14886,17381,11757,2
10,2025-04-07 09:31:49,-618,9405,15266,17230,11387,2
11,2025-04-07 09:31:50,-632,9609,15620,17028,11021,2
12,2025-04-07 09:31:50,-621,9839,15956,16785,10685,2
13,2025-04-07 09:31:50,-630,10106,16282,16508,10360,2
14,2025-04-07 09:31:51,-620,10405,16569,16217,10066,2
15,2025-04-07 09:31:51,-641,10743,16842,15894,9807,2
16,2025-04-07 09:31:51,-616,11079,17068,15542,9581,2
17,2025-04-07 09:31:51,-616,11447,17254,15180,9384,2
18,2025-04-07 09:31:52,-616,11828,17408,14804,9231,2
19,2025-04-07 09:31:52,-624,12217,17525,14400,9118,2
20,2025-04-07 09:31:52,-627,12624,17596,13987,9040,2
21,2025-04-07 09:31:53,-613,13044,17628,13589,9011,2
22,2025-04-07 09:31:53,-630,13458,17610,13160,9026,2
23,2025-04-07 09:31:53,-622,13875,17559,12745,9088,2
24,2025-04-07 09:31:53,-624,14284,17449,12333,9180,2
25,2025-04-07 09:31:54,-616,14690,17320,11942,9327,2
26,2025-04-07 09:31:54,-611,15069,17142,11545,9505,2
27,2025-04-07 09:31:54,-626,15450,16919,11168,9720,2
28,2025-04-07 09:31:55,-619,15815,16671,10822,9974,2
29,2025-04-07 09:31:55,-629,16145,16381,10472,10263,2
30,2025-04-07 09:31:55,-618,16441,16072,10165,10568,2
31,2025-04-07 09:31:56,-628,16728,15736,9891,10905,2
32,2025-04-07 09:31:56,-620,16973,15380,9645,11268,2
33,2025-04-07 09:31:56,-619,17175,15010,9434,11640,2
34,2025-04-07 09:31:56,-611,17350,14626,9274,12023,2
35,2025-04-07 09:31:57,-620,17480,14229,9143,12416,2
36,2025-04-07 09:31:57,-632,17566,13828,9051,12832,2
37,2025-04-07 09:31:57,-621,17608,13415,9006,13235,2
38,2025-04-07 09:31:58,-632,17615,12998,9003,13644,2
39,2025-04-07 09:31:58,-618,17578,12604,9046,14058,2
40,2025-04-07 09:31:58,-623,17491,12203,9126,14452,2
41,2025-04-07 09:31:58,-622,17365,11811,9251,14834,2
42,2025-04-07 09:31:59,-618,17212,11442,9414,15213,2
43,2025-04-07 09:31:59,-625,17009,11084,9612,15578,2
44,2025-04-07 09:31:59,-623,16773,10737,9848,15909,2
45,2025-04-07 09:32:00,-630,16507,10411,10121,16233,2
46,2025-04-07 09:32:00,-625,16202,10122,10413,16527,2
47,2025-04-07 09:32:00,-638,15882,9858,10750,16799,2
48,2025-04-07 09:32:01,-619,15533,9621,11090,17014,2
49,2025-04-07 09:32:01,-621,15169,9432,11454,17215,2
50,2025-04-07 09:32:01,-620,14787,9276,11836,17374,2
51,2025-04-07 09:32:01,-632,14397,9156,12241,17489,2
52,2025-04-07 09:32:02,-639,13976,9077,12651,17559,2
53,2025-04-07 09:32:02,-613,13570,9053,13058,17600,2
54,2025-04-07 09:32:02,-638,13136,9054,13472,17567,2
55,2025-04-07 09:32:03,-631,12729,9110,13897,17515,2
56,2025-04-07 09:32:03,-630,12310,9214,14308,17419,2
57,2025-04-07 09:32:03,-625,11913,9356,14711,17282,2
58,2025-04-07 09:32:03,-617,11526,9527,15097,17098,2
59,2025-04-07 09:32:04,-638,11144,9751,15474,16880,2
60,2025-04-07 09:32:04,-628,10785,10005,15824,16629,2
61,2025-04-07 09:32:04,-634,10452,10290,16169,16338,2
62,2025-04-07 09:32:05,-633,10144,10600,16475,16021,2
63,2025-04-07 09:32:05,-634,9864,10947,16755,15691,2
64,2025-04-07 09:32:06,-627,9593,11275,16954,15287,2
